353,2005,69,18886,5397,1045,4,1,22,5.0
433,22,12,2614,4095,45,4,1,1,4.0
154,2660,9,1318,3191,65,5,0,17,5.0
668,1214,407,62350,3287,309,4,1,26,4.0
304,14,11,2350,1925,300,3,1,19,5.0
117,68,7,1294,2595,238,4,1,24,5.0
347,2240,31,3406,3007,2937,4,1,21,5.0
1180,962,101,5542,4026,78,3,1,21,2.0
182,79,2,574,4834,58,3,0,19,4.0
733,1230,40,4270,3880,32,4,0,18,4.0
355,1653,31,2926,3579,180,4,1,24,5.0
210,299,32,14662,3572,33,4,1,21,5.0
129,78,6,1222,4438,67,3,1,25,4.0
859,45319,295,47110,3204,399,4,1,20,5.0
159,788,114,15574,3690,534,3,1,7,4.0
231,1,10,838,4529,83,3,1,26,3.0
926,1261,69,4198,3201,235,3,1,20,3.0
1100,744,54,7246,3175,52,3,1,19,4.0
60,51,2,262,3771,50,3,1,20,4.0
472,92,9,4150,3975,169,3,0,18,5.0
71,1,3,262,1512,88,4,1,19,4.0
184,549,38,12118,3979,1146,4,1,22,5.0
345,140,23,6094,4072,106,2,1,19,3.0
1657,1495,209,69262,3812,505,4,1,20,4.0
711,439,25,4222,4299,275,4,1,6,4.0
325,3,9,1390,3908,537,3,1,20,3.0
588,59,18,5446,3701,288,3,1,5,5.0
42,0,0,4,2756,324,4,1,8,5.0
2353,1490,264,28846,4487,151,4,1,22,3.0
149,3,0,118,2658,214,2,1,20,4.0
100,52,11,7150,3573,118,3,1,26,5.0
68,3,2,4054,3642,876,4,1,26,5.0
852,6276,126,15622,3552,177,4,1,20,3.0
170,27,3,7174,3871,80,3,1,22,5.0
200,361,20,5470,3570,60,4,1,1,1.0
129,254,139,23182,5194,99,4,1,6,5.0
194,437,132,22870,2287,1415,4,1,22,5.0
47,44,1,2182,3470,5472,4,0,21,4.0
980,2450,160,21190,4975,114,4,1,19,3.0
95,6,0,22,4033,271,4,1,20,4.0
403,129,18,2830,3733,669,4,1,24,5.0
63,12,2,166,3087,802,4,1,22,2.0
76,10,0,4,2174,422,3,1,20,2.0
224,32,11,2422,3209,152,4,1,20,4.0
103,0,0,2182,1999,119,3,1,20,3.0
942,150,63,7414,4323,84,4,0,26,5.0
58,4,2,4,2931,100,4,1,25,5.0
395,2,6,286,2492,762,4,1,10,5.0
188,29,13,2206,3339,387,3,0,20,2.0
183,1,3,94,3107,104,3,1,18,3.0
91,38,7,4030,1359,248,4,1,25,4.0
39,1,1,11158,3116,2169,4,1,20,4.0
1068,89,67,11470,5211,44,3,0,18,4.0
242,753,7,1102,4065,128,3,1,0,4.0
816,419,49,6046,4943,172,4,1,9,4.0
374,15,43,14638,2412,1048,4,1,19,3.0
1052,84,73,15766,3712,50,2,1,19,4.0
699,16,219,79558,5288,841,4,1,26,4.0
78,2,2,3358,2581,50,3,0,21,3.0
65,0,4,3766,3757,104,3,0,21,5.0
196,139,5,2830,4078,263,4,1,20,4.0
340,3,11,1822,4407,761,3,1,19,3.0
53,39,0,1606,2531,46,2,1,21,2.0
185,23,5,3886,2068,39,4,0,6,5.0
49,0,3,3214,2753,185,4,0,21,4.0
78,9,0,502,2618,687,4,1,6,5.0
117,144,24,886,4168,51,3,1,20,3.0
48,39,0,1342,3250,194,3,1,19,3.0
60,52,3,1798,3889,663,4,1,21,4.0
713,370,80,13966,4988,72,4,1,9,3.0
244,19,15,3094,2668,59,3,1,22,5.0
501,4041,45,7294,3607,553,4,1,20,4.0
502,3018,11,1486,2448,130,4,1,1,3.0
237,316,17,1798,4015,62,4,0,20,2.0
171,136,15,2398,3488,59,4,1,26,4.0
493,1718,74,25846,3384,44,4,1,6,4.0
994,28821,418,34774,4428,33,3,1,0,5.0
49,4,0,4,3329,638,4,1,20,4.0
59,0,1,118,1650,82,4,1,26,5.0
260,2,0,94,4681,2670,4,1,24,4.0
158,11,1,142,4488,264,4,1,20,2.0
100,172,23,3934,4068,514,4,1,22,5.0
72,347,5,982,4108,861,4,1,19,1.0
302,365,16,5974,2443,262,4,1,24,4.0
216,0,0,4,1743,228,4,1,26,5.0
166,54,9,4678,2475,139,4,1,21,4.0
275,10,4,1078,3667,6446,3,1,20,4.0
105,11,9,2902,3591,66,3,0,5,4.0
100,15,2,1558,2235,102,4,1,21,3.0
95,146,1,2638,2794,53,4,0,20,5.0
128,59,6,886,5146,393,3,1,4,3.0
172,16,44,5830,3007,77,4,1,9,4.0
170,2,3,934,1312,110,3,1,19,4.0
39,0,0,4,2189,1380,5,1,11,5.0
76,5,5,646,3603,141,3,1,19,4.0
64,8,2,358,2357,220,4,1,18,4.0
146,29,4,3958,3643,1014,4,1,23,5.0
260,33,15,1054,4564,576,4,1,23,5.0
314,546,8,262,4965,251,3,0,22,4.0
239,21,14,1702,3248,69,3,1,1,4.0
129,66,1,502,2760,1142,4,1,26,4.0
525,163,39,2230,4239,93,3,1,21,5.0
101,84,7,2662,3441,35,3,0,19,3.0
199,31,37,1102,5051,266,3,1,20,3.0
251,46,20,5014,4154,178,3,1,1,4.0
519,56,58,23110,4084,683,3,1,5,5.0
852,8757,145,14110,3892,257,4,1,21,5.0
1099,5,39,2758,3712,109,4,1,20,3.0
1391,1627,104,6406,4280,103,3,1,4,4.0
141,37,4,1126,2567,545,4,1,20,5.0
303,652,28,4030,3044,31,3,0,19,3.0
226,40,9,958,2553,692,4,1,22,3.0
357,70,25,9166,2020,824,4,1,22,4.0
102,326,13,5950,4171,76,2,1,19,2.0
989,535,85,19222,5381,4078,4,1,20,5.0
94,5,8,886,4142,141,3,1,19,4.0
1087,12014,225,44878,4205,185,4,1,22,5.0
636,722,53,6622,4207,39,4,0,19,3.0
60,60,4,910,3157,122,4,1,5,5.0
610,541,27,6046,4210,111,2,1,20,1.0
239,22,16,2854,2843,124,4,1,20,3.0
43,34,0,4,2903,34,4,1,8,1.0
147,23,5,1342,3156,136,4,1,25,3.0
95,42,2,286,2447,70,3,1,19,4.0
300,3902,62,6622,4406,153,4,1,1,2.0
93,426,22,2926,1698,142,4,1,19,4.0
378,694,32,5854,2377,111,2,1,19,3.0
165,85,15,3070,3759,470,4,1,28,4.0
